Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue,Division
WESTMEATH,GALWAY,01/02/2009,"NFL, DIV 1 LEAGUE",LOSS,0,11,11,2,10,16,,1
DONEGAL,KERRY,01/02/2009,"NFL, DIV 1 LEAGUE",LOSS,0,11,11,2,13,19,,1
ARMAGH,WEXFORD,01/02/2009,"NFL, DIV 2 LEAGUE",WIN,4,16,28,2,9,15,,2
FERMANAGH,MONAGHAN,01/02/2009,"NFL, DIV 2 LEAGUE",LOSS,1,10,13,2,12,18,,2
MEATH,CORK,01/02/2009,"NFL, DIV 2 LEAGUE",LOSS,0,9,9,1,15,18,,2
LAOIS,KILDARE,01/02/2009,"NFL, DIV 2 LEAGUE",LOSS,1,8,11,0,18,18,,2
OFFALY,ROSCOMMON,01/02/2009,"NFL, DIV 3 LEAGUE",LOSS,0,7,7,0,16,16,,3
CAVAN,LONGFORD,01/02/2009,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,3,6,15,,3
LIMERICK,LOUTH,01/02/2009,"NFL, DIV 3 LEAGUE",LOSS,0,6,6,1,14,17,,3
DOWN,TIPPERARY,01/02/2009,"NFL, DIV 3 LEAGUE",WIN,0,18,18,1,9,12,,3
KILKENNY,SLIGO,01/02/2009,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,3,20,29,,4
CARLOW,CLARE,01/02/2009,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,0,12,12,,4
LONDON,LEITRIM,01/02/2009,"NFL, DIV 4 LEAGUE",LOSS,2,7,13,2,12,18,,4
WICKLOW,ANTRIM,01/02/2009,"NFL, DIV 4 LEAGUE",TIE,3,6,15,0,15,15,,4
WICKLOW,WATERFORD,07/02/2009,"NFL, DIV 4 LEAGUE",TIE,0,15,15,2,9,15,,4
SLIGO,CLARE,07/02/2009,"NFL, DIV 4 LEAGUE",WIN,1,13,16,2,9,15,,4
KILKENNY,ANTRIM,07/02/2009,"NFL, DIV 4 LEAGUE",LOSS,0,5,5,4,27,39,,4
MAYO,DONEGAL,14/02/2009,"NFL, DIV 1 LEAGUE",TIE,1,13,16,2,10,16,,1
LAOIS,ARMAGH,14/02/2009,"NFL, DIV 2 LEAGUE",WIN,2,11,17,2,8,14,,2
FERMANAGH,MEATH,14/02/2009,"NFL, DIV 2 LEAGUE",WIN,2,7,13,0,12,12,,2
LIMERICK,ROSCOMMON,14/02/2009,"NFL, DIV 3 LEAGUE",WIN,0,14,14,1,10,13,,3
DOWN,LOUTH,14/02/2009,"NFL, DIV 3 LEAGUE",WIN,1,13,16,1,12,15,,3
CLARE,ANTRIM,14/02/2009,"NFL, DIV 4 LEAGUE",LOSS,1,6,9,1,14,17,,4
WESTMEATH,DERRY,15/02/2009,"NFL, DIV 1 LEAGUE",LOSS,0,7,7,1,18,21,,1
TYRONE,KERRY,15/02/2009,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,2,10,16,,1
GALWAY,DUBLIN,15/02/2009,"NFL, DIV 1 LEAGUE",WIN,3,12,21,0,13,13,,1
KILDARE,CORK,15/02/2009,"NFL, DIV 2 LEAGUE",TIE,0,14,14,0,14,14,,2
MONAGHAN,WEXFORD,15/02/2009,"NFL, DIV 2 LEAGUE",WIN,2,17,23,1,12,15,,2
TIPPERARY,CAVAN,15/02/2009,"NFL, DIV 3 LEAGUE",WIN,0,13,13,0,11,11,,3
OFFALY,LONGFORD,15/02/2009,"NFL, DIV 3 LEAGUE",TIE,0,11,11,0,11,11,,3
LONDON,CARLOW,15/02/2009,"NFL, DIV 4 LEAGUE",LOSS,0,14,14,2,14,20,,4
LEITRIM,SLIGO,15/02/2009,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,4,14,26,,4
KILKENNY,WATERFORD,15/02/2009,"NFL, DIV 4 LEAGUE",LOSS,0,3,3,2,20,26,,4
CARLOW,LEITRIM,21/02/2009,"NFL, DIV 4 LEAGUE",LOSS,0,7,7,1,12,15,,4
GALWAY,TYRONE,07/03/2009,"NFL, DIV 1 LEAGUE",WIN,0,10,10,0,8,8,,1
LAOIS,MEATH,07/03/2009,"NFL, DIV 2 LEAGUE",LOSS,0,6,6,1,8,11,,2
DOWN,CAVAN,07/03/2009,"NFL, DIV 3 LEAGUE",LOSS,0,10,10,0,12,12,,3
WESTMEATH,MAYO,08/03/2009,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,1,13,16,,1
DERRY,KERRY,08/03/2009,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,0,12,12,,1
DONEGAL,DUBLIN,08/03/2009,"NFL, DIV 1 LEAGUE",LOSS,1,8,11,0,13,13,,1
KILDARE,WEXFORD,08/03/2009,"NFL, DIV 2 LEAGUE",WIN,2,16,22,0,8,8,,2
FERMANAGH,CORK,08/03/2009,"NFL, DIV 2 LEAGUE",LOSS,0,7,7,0,10,10,,2
MONAGHAN,ARMAGH,08/03/2009,"NFL, DIV 2 LEAGUE",WIN,1,13,16,0,14,14,,2
OFFALY,LOUTH,08/03/2009,"NFL, DIV 3 LEAGUE",WIN,2,8,14,1,10,13,,3
LIMERICK,TIPPERARY,08/03/2009,"NFL, DIV 3 LEAGUE",LOSS,1,10,13,1,11,14,,3
ROSCOMMON,LONGFORD,08/03/2009,"NFL, DIV 3 LEAGUE",WIN,1,12,15,0,13,13,,3
WICKLOW,KILKENNY,08/03/2009,"NFL, DIV 4 LEAGUE",WIN,7,24,45,0,3,3,,4
WATERFORD,CLARE,08/03/2009,"NFL, DIV 4 LEAGUE",WIN,0,15,15,0,12,12,,4
LONDON,SLIGO,08/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,5,5,2,6,12,,4
LEITRIM,ANTRIM,08/03/2009,"NFL, DIV 4 LEAGUE",TIE,2,6,12,1,9,12,,4
DERRY,DUBLIN,14/03/2009,"NFL, DIV 1 LEAGUE",WIN,0,20,20,1,12,15,,1
LAOIS,CORK,14/03/2009,"NFL, DIV 2 LEAGUE",LOSS,0,9,9,0,18,18,,2
FERMANAGH,ARMAGH,14/03/2009,"NFL, DIV 2 LEAGUE",LOSS,0,10,10,0,11,11,,2
LIMERICK,CAVAN,14/03/2009,"NFL, DIV 3 LEAGUE",LOSS,0,9,9,0,10,10,,3
LONDON,WATERFORD,14/03/2009,"NFL, DIV 4 LEAGUE",WIN,0,9,9,0,8,8,,4
GALWAY,DONEGAL,15/03/2009,"NFL, DIV 1 LEAGUE",WIN,1,16,19,0,12,12,,1
WESTMEATH,TYRONE,15/03/2009,"NFL, DIV 1 LEAGUE",LOSS,2,10,16,1,15,18,,1
MAYO,KERRY,15/03/2009,"NFL, DIV 1 LEAGUE",LOSS,0,11,11,0,13,13,,1
MONAGHAN,KILDARE,15/03/2009,"NFL, DIV 2 LEAGUE",LOSS,1,11,14,1,14,17,,2
MEATH,WEXFORD,15/03/2009,"NFL, DIV 2 LEAGUE",WIN,0,10,10,0,7,7,,2
OFFALY,TIPPERARY,15/03/2009,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,1,16,19,,3
ROSCOMMON,LOUTH,15/03/2009,"NFL, DIV 3 LEAGUE",WIN,0,13,13,0,10,10,,3
DOWN,LONGFORD,15/03/2009,"NFL, DIV 3 LEAGUE",WIN,0,13,13,0,8,8,,3
WICKLOW,LEITRIM,15/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,11,11,0,13,13,,4
KILKENNY,CLARE,15/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,5,21,36,,4
CARLOW,ANTRIM,15/03/2009,"NFL, DIV 4 LEAGUE",LOSS,1,11,14,4,14,26,,4
DONEGAL,TYRONE,21/03/2009,"NFL, DIV 1 LEAGUE",WIN,0,11,11,0,8,8,,1
MEATH,MONAGHAN,21/03/2009,"NFL, DIV 2 LEAGUE",TIE,0,12,12,0,12,12,,2
FERMANAGH,LAOIS,21/03/2009,"NFL, DIV 2 LEAGUE",LOSS,1,14,17,0,23,23,,2
LONDON,ANTRIM,21/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,3,20,29,,4
MAYO,DUBLIN,22/03/2009,"NFL, DIV 1 LEAGUE",TIE,0,9,9,0,9,9,,1
DERRY,GALWAY,22/03/2009,"NFL, DIV 1 LEAGUE",TIE,0,13,13,2,7,13,,1
WESTMEATH,KERRY,22/03/2009,"NFL, DIV 1 LEAGUE",LOSS,0,6,6,1,12,15,,1
KILDARE,ARMAGH,22/03/2009,"NFL, DIV 2 LEAGUE",LOSS,1,10,13,1,12,15,,2
CORK,WEXFORD,22/03/2009,"NFL, DIV 2 LEAGUE",WIN,1,16,19,0,7,7,,2
OFFALY,CAVAN,22/03/2009,"NFL, DIV 3 LEAGUE",WIN,1,16,19,0,13,13,,3
LONGFORD,LOUTH,22/03/2009,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,0,18,18,,3
TIPPERARY,ROSCOMMON,22/03/2009,"NFL, DIV 3 LEAGUE",WIN,2,13,19,1,10,13,,3
LIMERICK,DOWN,22/03/2009,"NFL, DIV 3 LEAGUE",WIN,2,9,15,1,11,14,,3
WICKLOW,CLARE,22/03/2009,"NFL, DIV 4 LEAGUE",WIN,1,15,18,2,9,15,,4
WATERFORD,LEITRIM,22/03/2009,"NFL, DIV 4 LEAGUE",WIN,3,7,16,1,10,13,,4
CARLOW,SLIGO,22/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,2,8,14,,4
DERRY,TYRONE,28/03/2009,"NFL, DIV 1 LEAGUE",LOSS,0,11,11,0,14,14,,1
OFFALY,DOWN,28/03/2009,"NFL, DIV 3 LEAGUE",LOSS,1,7,10,2,15,21,,3
LIMERICK,LONGFORD,28/03/2009,"NFL, DIV 3 LEAGUE",WIN,0,10,10,0,7,7,,3
CARLOW,WATERFORD,28/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,6,6,1,7,10,,4
SLIGO,ANTRIM,28/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,1,11,14,,4
MAYO,GALWAY,29/03/2009,"NFL, DIV 1 LEAGUE",WIN,1,11,14,0,13,13,,1
WESTMEATH,DONEGAL,29/03/2009,"NFL, DIV 1 LEAGUE",LOSS,1,7,10,0,15,15,,1
KERRY,DUBLIN,29/03/2009,"NFL, DIV 1 LEAGUE",TIE,1,15,18,1,15,18,,1
LAOIS,WEXFORD,29/03/2009,"NFL, DIV 2 LEAGUE",WIN,2,16,22,0,10,10,,2
FERMANAGH,KILDARE,29/03/2009,"NFL, DIV 2 LEAGUE",LOSS,1,8,11,0,16,16,,2
MONAGHAN,CORK,29/03/2009,"NFL, DIV 2 LEAGUE",WIN,2,13,19,1,9,12,,2
MEATH,ARMAGH,29/03/2009,"NFL, DIV 2 LEAGUE",LOSS,0,13,13,1,13,16,,2
ROSCOMMON,CAVAN,29/03/2009,"NFL, DIV 3 LEAGUE",LOSS,0,6,6,0,14,14,,3
TIPPERARY,LOUTH,29/03/2009,"NFL, DIV 3 LEAGUE",WIN,0,18,18,1,11,14,,3
LONDON,WICKLOW,29/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,1,20,23,,4
KILKENNY,LEITRIM,29/03/2009,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,4,19,31,,4
WESTMEATH,DUBLIN,12/04/2009,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,5,22,37,,1
GALWAY,KERRY,12/04/2009,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,2,15,21,,1
MAYO,TYRONE,12/04/2009,"NFL, DIV 1 LEAGUE",TIE,1,11,14,0,14,14,,1
DERRY,DONEGAL,12/04/2009,"NFL, DIV 1 LEAGUE",WIN,0,14,14,0,10,10,,1
FERMANAGH,WEXFORD,12/04/2009,"NFL, DIV 2 LEAGUE",TIE,2,10,16,0,16,16,,2
LAOIS,MONAGHAN,12/04/2009,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,4,16,28,,2
MEATH,KILDARE,12/04/2009,"NFL, DIV 2 LEAGUE",TIE,1,12,15,2,9,15,,2
ARMAGH,CORK,12/04/2009,"NFL, DIV 2 LEAGUE",LOSS,1,7,10,0,19,19,,2
DOWN,ROSCOMMON,12/04/2009,"NFL, DIV 3 LEAGUE",WIN,0,17,17,0,15,15,,3
CAVAN,LOUTH,12/04/2009,"NFL, DIV 3 LEAGUE",LOSS,2,13,19,2,16,22,,3
TIPPERARY,LONGFORD,12/04/2009,"NFL, DIV 3 LEAGUE",LOSS,0,9,9,0,10,10,,3
OFFALY,LIMERICK,12/04/2009,"NFL, DIV 3 LEAGUE",WIN,2,11,17,2,8,14,,3
LEITRIM,CLARE,12/04/2009,"NFL, DIV 4 LEAGUE",WIN,2,9,15,1,9,12,,4
WICKLOW,CARLOW,12/04/2009,"NFL, DIV 4 LEAGUE",LOSS,3,7,16,2,15,21,,4
LONDON,KILKENNY,12/04/2009,"NFL, DIV 4 LEAGUE",WIN,2,12,18,0,7,7,,4
WATERFORD,SLIGO,12/04/2009,"NFL, DIV 4 LEAGUE",LOSS,1,11,14,0,16,16,,4
LONDON,CLARE,18/04/2009,"NFL, DIV 4 LEAGUE",LOSS,1,7,10,3,21,30,,4
WATERFORD,ANTRIM,18/04/2009,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,0,13,13,,4
CARLOW,KILKENNY,18/04/2009,"NFL, DIV 4 LEAGUE",WIN,2,22,28,1,9,12,,4
WICKLOW,SLIGO,18/04/2009,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,0,11,11,,4
DOWN,TIPPERARY,25/04/2009,"NFL, DIV 3 LEAGUE FINAL",LOSS,1,14,17,0,18,18,PEARSE PARK,3
SLIGO,ANTRIM,25/04/2009,"NFL, DIV 4 LEAGUE FINAL",WIN,1,12,15,1,10,13,PEARSE PARK,4
DERRY,KERRY,26/04/2009,"NFL, DIV 1 LEAGUE FINAL",LOSS,0,15,15,1,15,18,CROKE PARK,1
MONAGHAN,CORK,26/04/2009,"NFL, DIV 2 LEAGUE FINAL",LOSS,0,12,12,1,14,17,CROKE PARK,2
DERRY,TYRONE,06/02/2010,"NFL, DIV 1 LEAGUE",WIN,1,18,21,1,12,15,CELTIC PARK,1
LAOIS,TIPPERARY,06/02/2010,"NFL, DIV 2 LEAGUE",WIN,1,13,16,1,11,14,,2
MEATH,ARMAGH,06/02/2010,"NFL, DIV 2 LEAGUE",WIN,2,8,14,0,13,13,,2
MAYO,GALWAY,07/02/2010,"NFL, DIV 1 LEAGUE",WIN,2,14,20,1,10,13,MCHALE PARK,1
KERRY,DUBLIN,07/02/2010,"NFL, DIV 1 LEAGUE",LOSS,1,10,13,1,12,15,KILARNEY,1
MONAGHAN,CORK,07/02/2010,"NFL, DIV 1 LEAGUE",LOSS,3,12,21,3,13,22,SCOTSTOWN,1
KILDARE,DOWN,07/02/2010,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,1,16,19,,2
WESTMEATH,DONEGAL,07/02/2010,"NFL, DIV 2 LEAGUE",LOSS,0,9,9,1,13,16,,2
FERMANAGH,OFFALY,07/02/2010,"NFL, DIV 3 LEAGUE",LOSS,1,10,13,1,13,16,,3
WEXFORD,LOUTH,07/02/2010,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,0,13,13,,3
ROSCOMMON,CAVAN,07/02/2010,"NFL, DIV 3 LEAGUE",LOSS,1,10,13,2,20,26,,3
SLIGO,ANTRIM,07/02/2010,"NFL, DIV 3 LEAGUE",LOSS,0,14,14,1,12,15,,3
LONDON,LIMERICK,07/02/2010,"NFL, DIV 4 LEAGUE",LOSS,1,4,7,0,17,17,,4
CARLOW,LONGFORD,07/02/2010,"NFL, DIV 4 LEAGUE",WIN,1,10,13,0,10,10,,4
WICKLOW,CLARE,07/02/2010,"NFL, DIV 4 LEAGUE",LOSS,0,11,11,1,9,12,,4
WATERFORD,LEITRIM,07/02/2010,"NFL, DIV 4 LEAGUE",WIN,0,13,13,0,10,10,,4
KERRY,CORK,13/02/2010,"NFL, DIV 1 LEAGUE",LOSS,0,12,12,1,12,15,PAIRC UI RINN,1
DERRY,DUBLIN,13/02/2010,"NFL, DIV 1 LEAGUE",LOSS,0,7,7,1,11,14,PARNELL PARK,1
MEATH,DOWN,13/02/2010,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,0,12,12,,2
KILDARE,TIPPERARY,13/02/2010,"NFL, DIV 2 LEAGUE",WIN,1,17,20,0,8,8,,2
FERMANAGH,ROSCOMMON,13/02/2010,"NFL, DIV 3 LEAGUE",WIN,2,6,12,0,11,11,,3
ANTRIM,CAVAN,13/02/2010,"NFL, DIV 3 LEAGUE",WIN,2,13,19,1,8,11,,3
CARLOW,LIMERICK,13/02/2010,"NFL, DIV 4 LEAGUE",LOSS,0,6,6,0,11,11,,4
MONAGHAN,GALWAY,14/02/2010,"NFL, DIV 1 LEAGUE",LOSS,1,14,17,1,20,23,PEARSE STADIUM,1
MAYO,TYRONE,14/02/2010,"NFL, DIV 1 LEAGUE",WIN,1,12,15,1,11,14,OMAGH,1
LAOIS,DONEGAL,14/02/2010,"NFL, DIV 2 LEAGUE",LOSS,0,5,5,3,11,20,,2
WESTMEATH,ARMAGH,14/02/2010,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,2,19,25,,2
OFFALY,WEXFORD,14/02/2010,"NFL, DIV 3 LEAGUE",LOSS,2,10,16,1,14,17,,3
SLIGO,LOUTH,14/02/2010,"NFL, DIV 3 LEAGUE",WIN,1,14,17,2,10,16,,3
WICKLOW,LEITRIM,14/02/2010,"NFL, DIV 4 LEAGUE",WIN,1,13,16,0,9,9,,4
KILKENNY,CLARE,14/02/2010,"NFL, DIV 4 LEAGUE",LOSS,0,2,2,2,18,24,,4
LONDON,WATERFORD,14/02/2010,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,1,16,19,,4
LONDON,WICKLOW,20/02/2010,"NFL, DIV 4 LEAGUE",LOSS,1,5,8,4,13,25,,4
LIMERICK,LONGFORD,20/02/2010,"NFL, DIV 4 LEAGUE",WIN,1,8,11,0,9,9,,4
CARLOW,WATERFORD,20/02/2010,"NFL, DIV 4 LEAGUE",TIE,1,11,14,1,11,14,,4
KILKENNY,LEITRIM,20/02/2010,"NFL, DIV 4 LEAGUE",LOSS,1,4,7,4,18,30,,4
GALWAY,CORK,06/03/2010,"NFL, DIV 1 LEAGUE",LOSS,1,17,20,1,19,22,PAIRC UI RINN,1
LAOIS,ARMAGH,06/03/2010,"NFL, DIV 2 LEAGUE",LOSS,0,12,12,0,13,13,,2
DOWN,TIPPERARY,06/03/2010,"NFL, DIV 2 LEAGUE",TIE,0,14,14,1,11,14,,2
WESTMEATH,MEATH,06/03/2010,"NFL, DIV 2 LEAGUE",LOSS,2,8,14,1,12,15,,2
FERMANAGH,ANTRIM,06/03/2010,"NFL, DIV 3 LEAGUE",LOSS,0,8,8,0,16,16,,3
MAYO,DUBLIN,07/03/2010,"NFL, DIV 1 LEAGUE",LOSS,1,8,11,1,9,12,MCHALE PARK,1
DERRY,KERRY,07/03/2010,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,0,15,15,TRALEE,1
MONAGHAN,TYRONE,07/03/2010,"NFL, DIV 1 LEAGUE",WIN,1,14,17,0,16,16,INNISKEEN,1
KILDARE,DONEGAL,07/03/2010,"NFL, DIV 2 LEAGUE",WIN,1,17,20,1,9,12,,2
SLIGO,WEXFORD,07/03/2010,"NFL, DIV 3 LEAGUE",LOSS,1,6,9,3,7,16,,3
OFFALY,ROSCOMMON,07/03/2010,"NFL, DIV 3 LEAGUE",WIN,2,14,20,2,13,19,,3
CAVAN,LOUTH,07/03/2010,"NFL, DIV 3 LEAGUE",LOSS,1,6,9,0,13,13,,3
WATERFORD,LONGFORD,07/03/2010,"NFL, DIV 4 LEAGUE",TIE,0,10,10,1,7,10,,4
LONDON,KILKENNY,07/03/2010,"NFL, DIV 4 LEAGUE",WIN,1,17,20,0,2,2,,4
WICKLOW,CARLOW,07/03/2010,"NFL, DIV 4 LEAGUE",WIN,0,14,14,0,7,7,,4
LEITRIM,CLARE,07/03/2010,"NFL, DIV 4 LEAGUE",LOSS,0,17,17,2,12,18,,4
TYRONE,CORK,13/03/2010,"NFL, DIV 1 LEAGUE",WIN,3,9,18,0,16,16,OMAGH,1
MONAGHAN,DUBLIN,13/03/2010,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,2,11,17,PARNELL PARK,1
MAYO,DERRY,13/03/2010,"NFL, DIV 1 LEAGUE",WIN,2,12,18,1,12,15,CELTIC PARK,1
DOWN,DONEGAL,13/03/2010,"NFL, DIV 2 LEAGUE",WIN,0,13,13,0,11,11,,2
CAVAN,WEXFORD,13/03/2010,"NFL, DIV 3 LEAGUE",WIN,0,17,17,0,12,12,,3
WATERFORD,LIMERICK,13/03/2010,"NFL, DIV 4 LEAGUE",WIN,1,12,15,1,11,14,,4
GALWAY,KERRY,14/03/2010,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,2,16,22,PEARSE STADIUM,1
WESTMEATH,LAOIS,14/03/2010,"NFL, DIV 2 LEAGUE",LOSS,3,8,17,0,24,24,,2
KILDARE,ARMAGH,14/03/2010,"NFL, DIV 2 LEAGUE",LOSS,0,5,5,0,12,12,,2
MEATH,TIPPERARY,14/03/2010,"NFL, DIV 2 LEAGUE",LOSS,0,10,10,1,9,12,,2
OFFALY,SLIGO,14/03/2010,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,0,12,12,,3
ANTRIM,ROSCOMMON,14/03/2010,"NFL, DIV 3 LEAGUE",WIN,0,16,16,0,14,14,,3
FERMANAGH,LOUTH,14/03/2010,"NFL, DIV 3 LEAGUE",LOSS,0,10,10,2,11,17,,3
CARLOW,KILKENNY,14/03/2010,"NFL, DIV 4 LEAGUE",WIN,2,19,25,0,8,8,,4
WICKLOW,LONGFORD,14/03/2010,"NFL, DIV 4 LEAGUE",WIN,2,9,15,1,11,14,,4
LONDON,CLARE,14/03/2010,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,1,19,22,,4
CORK,DUBLIN,20/03/2010,"NFL, DIV 1 LEAGUE",WIN,2,13,19,2,6,12,PAIRC UI RINN,1
DOWN,ARMAGH,20/03/2010,"NFL, DIV 2 LEAGUE",WIN,1,13,16,1,6,9,NEWRY,2
LAOIS,MEATH,20/03/2010,"NFL, DIV 2 LEAGUE",LOSS,1,9,12,0,13,13,PAIRC TAILTEAN,2
TIPPERARY,DONEGAL,20/03/2010,"NFL, DIV 2 LEAGUE",LOSS,2,5,11,1,9,12,,2
GALWAY,TYRONE,21/03/2010,"NFL, DIV 1 LEAGUE",WIN,1,15,18,0,14,14,PEARSE STADIUM,1
MONAGHAN,DERRY,21/03/2010,"NFL, DIV 1 LEAGUE",WIN,1,16,19,0,12,12,SCOTSTOWN,1
MAYO,KERRY,21/03/2010,"NFL, DIV 1 LEAGUE",WIN,1,12,15,1,10,13,TRALEE,1
WESTMEATH,KILDARE,21/03/2010,"NFL, DIV 2 LEAGUE",LOSS,2,7,13,1,11,14,NEWBRIDGE,2
FERMANAGH,WEXFORD,21/03/2010,"NFL, DIV 3 LEAGUE",LOSS,0,9,9,1,9,12,,3
OFFALY,ANTRIM,21/03/2010,"NFL, DIV 3 LEAGUE",WIN,1,9,12,1,8,11,,3
ROSCOMMON,LOUTH,21/03/2010,"NFL, DIV 3 LEAGUE",WIN,0,13,13,1,9,12,,3
SLIGO,CAVAN,21/03/2010,"NFL, DIV 3 LEAGUE",WIN,1,14,17,0,14,14,,3
LONDON,LEITRIM,21/03/2010,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,0,25,25,,4
KILKENNY,LONGFORD,21/03/2010,"NFL, DIV 4 LEAGUE",LOSS,1,2,5,2,19,25,,4
WICKLOW,LIMERICK,21/03/2010,"NFL, DIV 4 LEAGUE",TIE,0,14,14,1,11,14,,4
CARLOW,CLARE,21/03/2010,"NFL, DIV 4 LEAGUE",LOSS,0,15,15,1,13,16,,4
GALWAY,DUBLIN,27/03/2010,"NFL, DIV 1 LEAGUE",WIN,1,14,17,0,14,14,PARNELL PARK,1
TYRONE,KERRY,27/03/2010,"NFL, DIV 1 LEAGUE",WIN,1,11,14,1,10,13,OMAGH,1
DERRY,CORK,27/03/2010,"NFL, DIV 1 LEAGUE",LOSS,0,14,14,2,9,15,CELTIC PARK,1
LAOIS,KILDARE,27/03/2010,"NFL, DIV 2 LEAGUE",WIN,0,13,13,0,9,9,PORTLAOISE,2
MEATH,DONEGAL,27/03/2010,"NFL, DIV 2 LEAGUE",LOSS,0,10,10,1,12,15,BALLBOFEY,2
ANTRIM,LOUTH,27/03/2010,"NFL, DIV 3 LEAGUE",WIN,2,14,20,2,6,12,,3
OFFALY,CAVAN,27/03/2010,"NFL, DIV 3 LEAGUE",LOSS,0,14,14,0,20,20,,3
CARLOW,LEITRIM,27/03/2010,"NFL, DIV 4 LEAGUE",LOSS,1,12,15,1,16,19,,4
KILKENNY,LIMERICK,27/03/2010,"NFL, DIV 4 LEAGUE",LOSS,2,2,8,8,13,37,,4
MONAGHAN,MAYO,28/03/2010,"NFL, DIV 1 LEAGUE",LOSS,0,15,15,2,12,18,MCHALE PARK,1
TIPPERARY,ARMAGH,28/03/2010,"NFL, DIV 2 LEAGUE",LOSS,2,8,14,1,15,18,CROSSMAGLEN,2
WESTMEATH,DOWN,28/03/2010,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,2,15,21,MULLINGAR,2
ROSCOMMON,WEXFORD,28/03/2010,"NFL, DIV 3 LEAGUE",LOSS,1,9,12,1,12,15,,3
FERMANAGH,SLIGO,28/03/2010,"NFL, DIV 3 LEAGUE",LOSS,1,11,14,3,15,24,,3
CLARE,LONGFORD,28/03/2010,"NFL, DIV 4 LEAGUE",WIN,0,12,12,0,9,9,,4
WICKLOW,WATERFORD,28/03/2010,"NFL, DIV 4 LEAGUE",LOSS,1,11,14,2,17,23,,4
KILKENNY,WATERFORD,03/04/2010,"NFL, DIV 4 LEAGUE",LOSS,1,2,5,1,24,27,,4
LEITRIM,LONGFORD,03/04/2010,"NFL, DIV 4 LEAGUE",WIN,0,13,13,0,12,12,,4
LIMERICK,CLARE,03/04/2010,"NFL, DIV 4 LEAGUE",WIN,0,14,14,2,7,13,,4
LONDON,CARLOW,03/04/2010,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,0,12,12,,4
MAYO,CORK,11/04/2010,"NFL, DIV 1 LEAGUE",WIN,0,16,16,0,11,11,PAIRC UI CHAOIMH,1
MONAGHAN,KERRY,11/04/2010,"NFL, DIV 1 LEAGUE",LOSS,1,12,15,1,16,19,KILARNEY,1
TYRONE,DUBLIN,11/04/2010,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,2,14,20,OMAGH,1
DERRY,GALWAY,11/04/2010,"NFL, DIV 1 LEAGUE",WIN,2,13,19,1,12,15,PEARSE STADIUM,1
LAOIS,DOWN,11/04/2010,"NFL, DIV 2 LEAGUE",LOSS,1,13,16,2,11,17,NEWRY,2
MEATH,KILDARE,11/04/2010,"NFL, DIV 2 LEAGUE",WIN,1,15,18,0,13,13,PAIRC TAILTEAN,2
DONEGAL,ARMAGH,11/04/2010,"NFL, DIV 2 LEAGUE",LOSS,0,6,6,2,16,22,LETTERKENNY,2
WESTMEATH,TIPPERARY,11/04/2010,"NFL, DIV 2 LEAGUE",LOSS,1,10,13,2,13,19,THURLES,2
ANTRIM,WEXFORD,11/04/2010,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,1,11,14,,3
OFFALY,LOUTH,11/04/2010,"NFL, DIV 3 LEAGUE",LOSS,3,10,19,5,9,24,,3
