Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue,Division
GALWAY,LOUTH,16/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,15,15,2,9,15,DROGHEDA,2
DOWN,DONEGAL,16/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,9,12,0,10,10,PAIRC ESLER,2
LAOIS,MEATH,15/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,10,13,0,15,15,PORTLAOISE,2
MONAGHAN,ARMAGH,15/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,17,20,0,10,10,ATHLETIC GROUNDS,2
MONAGHAN,LOUTH,09/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,2,14,20,0,12,12,CLONES,2
DOWN,GALWAY,09/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,8,8,1,12,15,TUAM STADIUM,2
MEATH,DONEGAL,09/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,12,15,1,12,15,BALLYBOFEY,2
MONAGHAN,DONEGAL,02/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,10,10,2,11,17,"O'DONNELL PARK, LETTERKENNY",2
LAOIS,GALWAY,01/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,20,23,0,8,8,PORTLAOISE,2
DOWN,LOUTH,01/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,4,16,28,0,9,9,PAIRC ESLER,2
LAOIS,LOUTH,09/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,2,8,14,0,11,11,DROGHEDA,2
MEATH,MONAGHAN,09/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,8,8,0,20,20,CLONES,2
GALWAY,DONEGAL,09/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,12,12,1,16,19,"PEARSE STADIUM, GALWAY",2
MONAGHAN,DOWN,02/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,14,14,1,11,14,PAIRC ESLER,2
MEATH,GALWAY,02/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,3,18,27,4,11,23,PAIRC TAILTEANN,2
ARMAGH,LOUTH,02/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,13,16,0,16,16,DROGHEDA,2
LAOIS,DONEGAL,02/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,9,12,2,19,25,PORTLAOISE,2
MONAGHAN,DONEGAL,27/04/2014,"NFL, DIV 2 LEAGUE FINAL",UNKNOWN,1,16,19,1,10,13,CROKE PARK,2
LONGFORD,WEXFORD,06/04/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,2,10,16,1,15,18,WEXFORD PARK,3
FERMANAGH,OFFALY,06/04/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,3,10,19,2,13,19,BREWSTER PARK,3
SLIGO,ROSCOMMON,06/04/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,6,9,0,12,12,DR HYDE PARK,3
LIMERICK,CAVAN,05/04/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,14,14,0,18,18,"GAELIC GROUNDS, LIMERICK",3
FERMANAGH,WEXFORD,30/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,2,20,26,3,8,17,BREWSTER PARK,3
SLIGO,LONGFORD,30/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,15,15,2,8,14,MARKIEVICZ PARK,3
OFFALY,LIMERICK,30/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,12,15,1,13,16,TULLAMORE,3
ROSCOMMON,CAVAN,29/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,8,11,0,14,14,KINGSPAN BREFFNI PARK,3
LIMERICK,WEXFORD,09/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,14,17,1,13,16,"GAELIC GROUNDS, LIMERICK",3
OFFALY,LONGFORD,09/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,10,13,1,15,18,TULLAMORE,3
FERMANAGH,ROSCOMMON,09/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,4,10,22,3,17,26,BREWSTER PARK,3
SLIGO,CAVAN,09/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,10,10,1,12,15,KINGSPAN BREFFNI PARK,3
LIMERICK,ROSCOMMON,02/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,13,13,1,21,24,KILTOOM,3
OFFALY,SLIGO,02/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,12,15,0,18,18,MARKIEVICZ PARK,3
FERMANAGH,LONGFORD,02/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,2,11,17,1,15,18,GLENNON BROTHERS PEARSE PARK,3
CAVAN,WEXFORD,02/03/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,13,13,0,6,6,WEXFORD PARK,3
ROSCOMMON,WEXFORD,09/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,1,16,19,1,9,12,KILTOOM,3
OFFALY,CAVAN,09/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,8,8,1,11,14,TULLAMORE,3
LIMERICK,LONGFORD,09/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,2,11,17,0,11,11,"GAELIC GROUNDS, LIMERICK",3
FERMANAGH,SLIGO,08/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,2,13,19,1,10,13,BREWSTER PARK,3
FERMANAGH,CAVAN,02/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,11,11,1,12,15,KINGSPAN BREFFNI PARK,3
LIMERICK,SLIGO,02/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,13,13,0,15,15,MARKIEVICZ PARK,3
ROSCOMMON,LONGFORD,02/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,13,13,0,10,10,GLENNON BROTHERS PEARSE PARK,3
OFFALY,WEXFORD,02/02/2014,"NFL, DIV 3 LEAGUE",UNKNOWN,0,12,12,1,14,17,WEXFORD PARK,3
ROSCOMMON,CAVAN,26/04/2014,"NFL, DIV 3 LEAGUE FINAL",UNKNOWN,1,17,20,0,18,18,CROKE PARK,3
LONDON,LEITRIM,06/04/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,7,10,2,6,12,"RUISLIP, LONDON",4
WICKLOW,TIPPERARY,06/04/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,4,12,24,0,22,22,SEMPLE STADIUM,4
CLARE,ANTRIM,06/04/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,0,10,10,0,6,6,CREGGAN,4
CARLOW,WATERFORD,06/04/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,0,9,9,1,9,12,DUNGARVAN,4
WICKLOW,WATERFORD,30/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,2,14,20,0,12,12,AUGHRIM,4
CARLOW,CLARE,30/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,2,10,16,3,21,30,"CUSACK PARK, ENNIS",4
LEITRIM,TIPPERARY,30/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,0,16,16,5,16,31,PÁIRC SEAN MAC DIARMADA,4
LONDON,ANTRIM,30/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,10,13,3,15,24,CREGGAN,4
LONDON,CARLOW,22/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,2,7,13,0,13,13,"RUISLIP, LONDON",4
ANTRIM,TIPPERARY,16/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,17,20,3,20,29,SEMPLE STADIUM,4
WICKLOW,CARLOW,16/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,25,28,1,11,14,DR CULLEN PARK,4
WATERFORD,LEITRIM,15/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,13,16,0,11,11,DUNGARVAN,4
WICKLOW,LEITRIM,09/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,0,11,11,1,17,20,AUGHRIM,4
CLARE,TIPPERARY,09/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,0,14,14,3,9,18,SEMPLE STADIUM,4
CARLOW,ANTRIM,09/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,3,15,24,2,17,23,DR CULLEN PARK,4
LONDON,WATERFORD,09/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,2,10,16,0,9,9,WALSH PARK,4
WATERFORD,ANTRIM,02/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,0,6,6,1,17,20,CREGGAN,4
CARLOW,LEITRIM,02/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,8,11,1,17,20,PÁIRC SEAN MAC DIARMADA,4
LONDON,TIPPERARY,02/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,7,10,1,19,22,"RUISLIP, LONDON",4
WICKLOW,CLARE,02/03/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,8,11,2,13,19,"CUSACK PARK, ENNIS",4
LONDON,CLARE,23/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,8,11,2,14,20,"RUISLIP, LONDON",4
LEITRIM,CLARE,09/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,8,11,0,11,11,MILTOWN MALBAY,4
WICKLOW,ANTRIM,09/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,3,9,18,1,13,16,AHOGHILL,4
WATERFORD,TIPPERARY,09/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,9,12,0,12,12,THURLES,4
WATERFORD,CLARE,02/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,9,12,3,10,19,FRAHER FIELD,4
LEITRIM,ANTRIM,02/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,11,14,1,6,9,PÁIRC SEAN MAC DIARMADA,4
CARLOW,TIPPERARY,02/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,8,11,2,24,30,DR CULLEN PARK,4
LONDON,WICKLOW,02/02/2014,"NFL, DIV 4 LEAGUE",UNKNOWN,1,8,11,3,13,22,AUGHRIM,4
CLARE,TIPPERARY,26/04/2014,"NFL, DIV 4 LEAGUE FINAL",UNKNOWN,1,15,18,1,16,19,CROKE PARK,4
DERRY,DONEGAL,31/01/2015,"NFL, DIV 1",LOSS,0,12,12,1,15,18,BALLYBOFEY,1
MAYO,KERRY,01/02/2015,"NFL, DIV 1",WIN,2,11,17,0,10,10,FITZGERALD STADIUM,1
DERRY,KERRY,08/02/2015,"NFL, DIV 1",LOSS,0,13,13,1,17,20,CELTIC PARK,1
MAYO,TYRONE,08/02/2015,"NFL, DIV 1",LOSS,1,7,10,1,11,14,"ELVERYS MACHALE PARK, CASTLEBAR",1
MONAGHAN,MAYO,01/03/2015,"NFL, DIV 1",LOSS,0,11,11,3,15,24,"ELVERYS MACHALE PARK, CASTLEBAR",1
MONAGHAN,DONEGAL,08/03/2015,"NFL, DIV 1",WIN,0,9,9,1,4,7,LETTERKENNY,1
KERRY,CORK,08/03/2015,"NFL, DIV 1",LOSS,2,9,15,3,17,26,PAIRC UÍ RINN,1
MAYO,DERRY,08/03/2015,"NFL, DIV 1",WIN,2,12,18,1,13,16,CELTIC PARK,1
MEATH,GALWAY,01/02/2015,"NFL, DIV 2",LOSS,1,12,15,2,13,19,PEARSE STADIUM,2
ROSCOMMON,CAVAN,01/02/2015,"NFL, DIV 2",TIE,1,11,14,0,14,14,KILTOOM,2
WESTMEATH,LAOIS,01/02/2015,"NFL, DIV 2",WIN,1,12,15,0,10,10,"CUSACK PARK, MULLINGAR",2
KILDARE,DOWN,01/02/2015,"NFL, DIV 2",LOSS,1,15,18,3,13,22,NEWBRIDGE,2
LAOIS,CAVAN,07/02/2015,"NFL, DIV 2",LOSS,2,6,12,0,17,17,PORTLAOISE,2
DOWN,ROSCOMMON,07/02/2015,"NFL, DIV 2",LOSS,1,11,14,1,15,18,"PAIRC ESLER, NEWRY",2
MEATH,KILDARE,07/02/2015,"NFL, DIV 2",WIN,0,13,13,0,11,11,PAIRC TAILTEANN,2
WESTMEATH,GALWAY,08/02/2015,"NFL, DIV 2",LOSS,2,12,18,2,13,19,"CUSACK PARK, MULLINGAR",2
DOWN,CAVAN,28/02/2015,"NFL, DIV 2",WIN,1,9,12,0,8,8,KINGSPAN BREFFNI PARK,2
WESTMEATH,KILDARE,01/03/2015,"NFL, DIV 2",WIN,0,15,15,0,12,12,NEWBRIDGE,2
WESTMEATH,MEATH,07/03/2015,"NFL, DIV 2",LOSS,0,11,11,4,10,22,PAIRC TAILTEANN,2
KILDARE,CAVAN,07/03/2015,"NFL, DIV 2",WIN,2,13,19,0,14,14,KINGSPAN BREFFNI PARK,2
LAOIS,ROSCOMMON,08/03/2015,"NFL, DIV 2",WIN,2,17,23,0,16,16,PORTLAOISE,2
DOWN,GALWAY,08/03/2015,"NFL, DIV 2",WIN,1,17,20,1,16,19,"PAIRC ESLER, NEWRY",2
FERMANAGH,LOUTH,31/01/2015,"NFL, DIV 3",WIN,0,16,16,0,7,7,BREWSTER PARK,3
CLARE,WEXFORD,01/02/2015,"NFL, DIV 3",WIN,1,16,19,0,5,5,MILTOWN MALBAY,3
LIMERICK,SLIGO,01/02/2015,"NFL, DIV 3",WIN,0,14,14,1,9,12,KILMALLOCK,3
TIPPERARY,ARMAGH,01/02/2015,"NFL, DIV 3",LOSS,0,13,13,2,8,14,ATHLETIC GROUNDS,3
LIMERICK,TIPPERARY,08/02/2015,"NFL, DIV 3",LOSS,1,2,5,1,14,17,"SEMPLE STADIUM, THURLES",3
ARMAGH,WEXFORD,08/02/2015,"NFL, DIV 3",WIN,2,13,19,1,8,11,WEXFORD PARK,3
FERMANAGH,SLIGO,08/02/2015,"NFL, DIV 3",WIN,0,14,14,0,12,12,MARKIEVICZ PARK,3
CLARE,LOUTH,08/02/2015,"NFL, DIV 3",LOSS,0,13,13,1,16,19,"GAELIC GROUNDS, DROGHEDA",3
LIMERICK,ARMAGH,01/03/2015,"NFL, DIV 3",LOSS,1,6,9,2,16,22,KILMALLOCK,3
WEXFORD,LOUTH,01/03/2015,"NFL, DIV 3",LOSS,1,10,13,1,16,19,"GAELIC GROUNDS, DROGHEDA",3
FERMANAGH,TIPPERARY,01/03/2015,"NFL, DIV 3",WIN,2,9,15,0,11,11,BREWSTER PARK,3
SLIGO,CLARE,01/03/2015,"NFL, DIV 3",LOSS,1,13,16,0,22,22,"CUSACK PARK, ENNIS",3
CLARE,TIPPERARY,07/03/2015,"NFL, DIV 3",LOSS,1,8,11,2,11,17,"SEMPLE STADIUM, THURLES",3
FERMANAGH,ARMAGH,07/03/2015,"NFL, DIV 3",TIE,1,10,13,1,10,13,ATHLETIC GROUNDS,3
SLIGO,LOUTH,08/03/2015,"NFL, DIV 3",WIN,2,26,32,2,9,15,MARKIEVICZ PARK,3
LIMERICK,WEXFORD,08/03/2015,"NFL, DIV 3",LOSS,2,12,18,1,16,19,WEXFORD PARK,3
WICKLOW,WATERFORD,31/01/2015,"NFL, DIV 4",LOSS,0,10,10,0,14,14,FRAHER FIELD,4
LONDON,OFFALY,01/02/2015,"NFL, DIV 4",LOSS,1,2,5,0,9,9,RUISLIP,4
LEITRIM,LONGFORD,01/02/2015,"NFL, DIV 4",TIE,0,15,15,1,12,15,PÁIRC SEÁN MAC DIARMADA,4
CARLOW,ANTRIM,01/02/2015,"NFL, DIV 4",TIE,0,15,15,1,12,15,ST PAULS PARK,4
LONDON,CARLOW,08/02/2015,"NFL, DIV 4",LOSS,0,13,13,2,9,15,NETWATCH CULLEN PARK,4
WICKLOW,LEITRIM,08/02/2015,"NFL, DIV 4",WIN,0,11,11,0,10,10,AUGHRIM,4
ANTRIM,LONGFORD,08/02/2015,"NFL, DIV 4",LOSS,0,13,13,0,14,14,PEARSE PARK,4
WATERFORD,OFFALY,08/02/2015,"NFL, DIV 4",LOSS,1,4,7,0,13,13,"O'CONNOR PARK, TULLAMORE",4
LONDON,LONGFORD,28/02/2015,"NFL, DIV 4",LOSS,0,6,6,1,18,21,RUISLIP,4
CARLOW,WATERFORD,28/02/2015,"NFL, DIV 4",WIN,0,11,11,0,9,9,FRAHER FIELD,4
WICKLOW,OFFALY,01/03/2015,"NFL, DIV 4",LOSS,2,6,12,2,18,24,AUGHRIM,4
LEITRIM,ANTRIM,01/03/2015,"NFL, DIV 4",LOSS,1,13,16,1,18,21,PÁIRC SEÁN MAC DIARMADA,4
LONDON,ANTRIM,08/03/2015,"NFL, DIV 4",LOSS,1,8,11,1,12,15,"CARGIN, TOOMBRIDGE",4
WATERFORD,LONGFORD,08/03/2015,"NFL, DIV 4",LOSS,1,10,13,1,12,15,PEARSE PARK,4
WICKLOW,CARLOW,08/03/2015,"NFL, DIV 4",TIE,0,9,9,0,9,9,NETWATCH CULLEN PARK,4
OFFALY,LEITRIM,08/03/2015,"NFL, DIV 4",TIE,2,13,19,1,16,19,"O'CONNOR PARK, TULLAMORE",4
DONEGAL,KERRY,15/03/2015,"NFL, DIV 1",LOSS,2,11,17,2,13,19,"AUSTIN STACK PARK, TRALEE",1
MONAGHAN,DERRY,15/03/2015,"NFL, DIV 1",WIN,0,15,15,0,10,10,CLONES,1
LAOIS,MEATH,14/03/2015,"NFL, DIV 2",TIE,0,13,13,0,13,13,PAIRC TAILTEANN,2
GALWAY,CAVAN,15/03/2015,"NFL, DIV 2",LOSS,0,10,10,0,12,12,PEARSE STADIUM,2
KILDARE,ROSCOMMON,15/03/2015,"NFL, DIV 2",LOSS,2,12,18,0,24,24,NEWBRIDGE,2
WESTMEATH,DOWN,15/03/2015,"NFL, DIV 2",LOSS,0,10,10,2,17,23,"CUSACK PARK, MULLINGAR",2
TIPPERARY,LOUTH,15/03/2015,"NFL, DIV 3",WIN,4,16,28,3,11,20,"GAELIC GROUNDS, DROGHEDA",3
FERMANAGH,LIMERICK,15/03/2015,"NFL, DIV 3",WIN,2,19,25,2,10,16,BREWSTER PARK,3
CLARE,ARMAGH,15/03/2015,"NFL, DIV 3",LOSS,1,11,14,3,11,20,"CUSACK PARK, ENNIS",3
SLIGO,WEXFORD,15/03/2015,"NFL, DIV 3",WIN,2,10,16,1,8,11,MARKIEVICZ PARK,3
LAOIS,GALWAY,22/03/2015,"NFL, DIV 2",WIN,2,10,16,0,10,10,"TUAM STADIUM, GALWAY",2
MEATH,ROSCOMMON,22/03/2015,"NFL, DIV 2",LOSS,0,14,14,2,10,16,DR HYDE PARK,2
WICKLOW,LONGFORD,15/03/2015,"NFL, DIV 4",LOSS,1,10,13,1,16,19,AUGHRIM,4
CARLOW,OFFALY,15/03/2015,"NFL, DIV 4",LOSS,1,10,13,0,14,14,"O'CONNOR PARK, TULLAMORE",4
WATERFORD,ANTRIM,15/03/2015,"NFL, DIV 4",LOSS,0,13,13,0,15,15,WALSH PARK,4
LONDON,LEITRIM,22/03/2015,"NFL, DIV 4",LOSS,0,9,9,1,18,21,PÁIRC SEÁN MAC DIARMADA,4
DONEGAL,CORK,01/03/2015,"NFL, DIV 1",WIN,0,12,12,1,8,11,BALLYSHANNON,1
MONAGHAN,KERRY,29/03/2015,"NFL, DIV 1",WIN,1,11,14,0,10,10,"AUSTIN STACK PARK, TRALEE",1
MEATH,DOWN,28/03/2015,"NFL, DIV 2",WIN,2,11,17,0,10,10,"PAIRC ESLER, NEWRY",2
WESTMEATH,CAVAN,28/03/2015,"NFL, DIV 2",LOSS,1,3,6,1,8,11,KINGSPAN BREFFNI PARK,2
LAOIS,KILDARE,28/03/2015,"NFL, DIV 2",LOSS,1,9,12,1,12,15,PORTLAOISE,2
GALWAY,ROSCOMMON,29/03/2015,"NFL, DIV 2",WIN,1,14,17,1,10,13,DR HYDE PARK,2
ARMAGH,LOUTH,28/03/2015,"NFL, DIV 3",WIN,0,10,10,0,8,8,ATHLETIC GROUNDS,3
FERMANAGH,WEXFORD,29/03/2015,"NFL, DIV 3",WIN,1,12,15,0,7,7,WEXFORD PARK,3
LIMERICK,CLARE,29/03/2015,"NFL, DIV 3",WIN,2,10,16,1,5,8,NEWCASTLEWEST,3
SLIGO,TIPPERARY,29/03/2015,"NFL, DIV 3",LOSS,0,13,13,0,15,15,"SEMPLE STADIUM, THURLES",3
LONDON,WATERFORD,29/03/2015,"NFL, DIV 4",TIE,5,6,21,2,15,21,RUISLIP,4
WICKLOW,ANTRIM,29/03/2015,"NFL, DIV 4",LOSS,0,12,12,1,10,13,CORRIGAN PARK,4
OFFALY,LONGFORD,29/03/2015,"NFL, DIV 4",LOSS,0,10,10,0,13,13,PEARSE PARK,4
CARLOW,LEITRIM,29/03/2015,"NFL, DIV 4",LOSS,0,6,6,1,12,15,DR CULLEN PARK,4
MAYO,KERRY,02/03/2014,"NFL, DIV 1 LEAGUE",WIN,2,15,21,1,13,16,"ELVERYS MACHALE PARK, CASTLEBAR",1
DERRY,CORK,05/04/2015,"NFL, DIV 1",WIN,2,15,21,2,11,17,OWENBEG,1
WESTMEATH,ROSCOMMON,05/04/2015,"NFL, DIV 2",LOSS,0,12,12,2,13,19,"CUSACK PARK, MULLINGAR",2
LAOIS,DOWN,05/04/2015,"NFL, DIV 2",LOSS,1,15,18,3,12,21,"PAIRC ESLER, NEWRY",2
KILDARE,GALWAY,05/04/2015,"NFL, DIV 2",LOSS,1,12,15,3,12,21,"TUAM STADIUM, GALWAY",2
MEATH,CAVAN,05/04/2015,"NFL, DIV 2",WIN,0,14,14,0,12,12,PAIRC TAILTEANN,2
SLIGO,ARMAGH,05/04/2015,"NFL, DIV 3",WIN,1,19,22,1,8,11,MARKIEVICZ PARK,3
LIMERICK,LOUTH,05/04/2015,"NFL, DIV 3",WIN,2,13,19,2,11,17,"GAELIC GROUNDS, DROGHEDA",3
FERMANAGH,CLARE,05/04/2015,"NFL, DIV 3",LOSS,2,9,15,1,14,17,"CUSACK PARK, ENNIS",3
TIPPERARY,WEXFORD,05/04/2015,"NFL, DIV 3",LOSS,2,12,18,2,16,22,CLONMEL,3
WATERFORD,LEITRIM,04/04/2015,"NFL, DIV 4",LOSS,0,10,10,0,15,15,PAIRC SEAN MAC DIARMADA,4
LONDON,WICKLOW,05/04/2015,"NFL, DIV 4",WIN,2,8,14,0,12,12,BALTINGLASS,4
CARLOW,LONGFORD,05/04/2015,"NFL, DIV 4",LOSS,1,12,15,1,18,21,CULLEN PARK,4
OFFALY,ANTRIM,05/04/2015,"NFL, DIV 4",WIN,1,13,16,1,7,10,"O'CONNOR PARK, TULLAMORE",4
MAYO,DONEGAL,05/04/2015,"NFL, DIV 1",TIE,0,12,12,1,9,12,MACHALE PARK,1
DONEGAL,CORK,12/04/2015,"NFL, DIV 1 SEMI-FINAL",LOSS,0,19,19,4,11,23,CROKE PARK,1
MONAGHAN,DUBLIN,12/04/2015,"NFL, DIV 1 SEMI-FINAL",LOSS,0,16,16,0,17,17,CROKE PARK,1
TYRONE,KERRY,05/04/2015,"NFL, DIV 1",TIE,0,17,17,1,14,17,"HEALY PARK, OMAGH",1
MAYO,CORK,29/03/2015,"NFL, DIV 1",LOSS,0,12,12,2,7,13,PAIRC UI RINN,1
DONEGAL,TYRONE,29/03/2015,"NFL, DIV 1",WIN,1,13,16,0,6,6,BALLYBOFEY,1
TYRONE,CORK,15/03/2015,"NFL, DIV 1",LOSS,2,10,16,0,17,17,OMAGH,1
DERRY,TYRONE,28/02/2015,"NFL, DIV 1",TIE,1,8,11,0,11,11,OMAGH,1
DOWN,ROSCOMMON,26/04/2015,"NFL, DIV 2 FINAL",LOSS,0,15,15,1,17,20,CROKE PARK,2
FERMANAGH,ARMAGH,25/04/2015,"NFL, DIV 3 FINAL",LOSS,0,11,11,0,16,16,CROKE PARK,3
OFFALY,LONGFORD,25/04/2015,"NFL, DIV 4 FINAL",WIN,4,16,28,1,12,15,CROKE PARK,4
MONAGHAN,CORK,08/02/2015,"NFL, DIV 1",LOSS,1,16,19,2,14,20,CASTLEBLAYNEY,1
DONEGAL,DUBLIN,07/02/2015,"NFL, DIV 1",LOSS,0,11,11,2,10,16,CROKE PARK,1
CORK,DUBLIN,26/04/2015,"NFL, DIV 1 FINAL",LOSS,2,7,13,1,21,24,CROKE PARK,1
MONAGHAN,DUBLIN,05/04/2015,"NFL, DIV 1",LOSS,1,11,14,1,22,25,CLONES,1
MAYO,DUBLIN,14/03/2015,"NFL, DIV 1",LOSS,0,10,10,2,18,24,"ELVERYS MACHALE PARK, CASTLEBAR",1
TYRONE,DUBLIN,07/03/2015,"NFL, DIV 1",TIE,0,12,12,1,9,12,CROKE PARK,1
KERRY,DUBLIN,01/03/2015,"NFL, DIV 1",WIN,0,15,15,1,10,13,FITZGERALD STADIUM,1
CORK,DUBLIN,01/02/2015,"NFL, DIV 1",WIN,1,15,18,0,16,16,PAIRC UÍ RINN,1
DERRY,DUBLIN,28/03/2015,"NFL, DIV 1",LOSS,0,4,4,0,8,8,CROKE PARK,1
MONAGHAN,TYRONE,31/01/2015,"NFL, DIV 1",WIN,1,13,16,0,9,9,OMAGH,1
MEATH,ARMAGH,01/03/2014,"NFL, DIV 2 LEAGUE",LOSS,2,10,16,0,19,19,NAVAN,2
OFFALY,ROSCOMMON,16/03/2014,"NFL, DIV 3 LEAGUE",LOSS,2,4,10,3,19,28,DR HYDE PARK,3
FERMANAGH,LIMERICK,16/03/2014,"NFL, DIV 3 LEAGUE",WIN,0,18,18,1,6,9,NEWCASTLEWEST,3
CAVAN,LONGFORD,16/03/2014,"NFL, DIV 3 LEAGUE",WIN,1,9,12,0,10,10,GLENNON BROTHERS PEARSE PARK,3
SLIGO,WEXFORD,16/03/2014,"NFL, DIV 3 LEAGUE",LOSS,1,12,15,2,12,18,WEXFORD PARK,3
MONAGHAN,ROSCOMMON,31/01/2016,"NFL, DIV 1",WIN,2,10,16,1,9,12,KILTOOM,1
DOWN,KERRY,28/02/2016,"NFL, DIV 1",LOSS,0,6,6,0,22,22,PAIRC ELSER,1
MAYO,DONEGAL,28/02/2016,"NFL, DIV 1",LOSS,1,12,15,1,14,17,BALLYBOFEY,1
ROSCOMMON,CORK,28/02/2016,"NFL, DIV 1",WIN,4,25,37,3,10,19,PAIRC UI RINN,1
MONAGHAN,DUBLIN,27/02/2016,"NFL, DIV 1",LOSS,0,16,16,1,14,17,CROKE PARK,1
MONAGHAN,DOWN,07/02/2016,"NFL, DIV 1",WIN,0,13,13,0,11,11,CLONES,1
ROSCOMMON,KERRY,07/02/2016,"NFL, DIV 1",WIN,0,14,14,1,10,13,FITZGERALD STADIUM,1
DONEGAL,CORK,07/02/2016,"NFL, DIV 1",WIN,2,14,20,1,7,10,BALLYSHANNON,1
MAYO,DUBLIN,06/02/2016,"NFL, DIV 1",LOSS,0,7,7,0,9,9,MCHALE PARK,1
MAYO,CORK,31/01/2016,"NFL, DIV 1",LOSS,0,12,12,1,18,21,PAIRC UI RINN,1
KERRY,DUBLIN,30/01/2016,"NFL, DIV 1",LOSS,0,14,14,2,14,20,CROKE PARK,1
DOWN,DONEGAL,30/01/2016,"NFL, DIV 1",LOSS,0,7,7,3,15,24,PAIRC ELSER,1
MEATH,CAVAN,28/02/2016,"NFL, DIV 2",LOSS,1,13,16,1,20,23,PAIRC TAILTEANN,2
LAOIS,TYRONE,28/02/2016,"NFL, DIV 2",LOSS,0,14,14,1,14,17,O'MOORE PARK,2
DERRY,GALWAY,28/02/2016,"NFL, DIV 2",LOSS,2,12,18,1,18,21,CELTIC PARK,2
FERMANAGH,ARMAGH,27/02/2016,"NFL, DIV 2",LOSS,0,12,12,1,10,13,ATHLETIC GROUNDS,2
